timestamp,date,shift,machine,part_id,cycle_time_s,oven_temp_c,vibration_mm_s,result,reject_reason
2020-06-01 22:28:56.986153,2020-06-01,Night,Press_C,P00830,36.5,210.9,2.78,Pass,
2020-06-01 22:29:36.441682,2020-06-01,Night,Press_C,P00831,35.1,203.8,3.12,Pass,
2020-06-01 22:30:13.867599,2020-06-01,Night,Press_C,P00832,38.5,212.7,3.0,Pass,
2020-06-01 22:30:53.159550,2020-06-01,Night,Press_C,P00833,34.1,207.6,2.58,Pass,
2020-06-01 22:31:30.616864,2020-06-01,Night,Press_C,P00834,31.6,212.7,2.95,Pass,
2020-06-01 22:32:02.685863,2020-06-01,Night,Press_C,P00835,33.7,221.2,3.15,Pass,
2020-06-01 22:32:40.172337,2020-06-01,Night,Press_C,P00836,31.6,208.0,2.97,Pass,
2020-06-01 22:33:15.405888,2020-06-01,Night,Press_C,P00837,33.7,213.8,2.53,Pass,
2020-06-01 22:33:51.155318,2020-06-01,Night,Press_C,P00838,37.0,211.8,2.4,Fail,Overheat
2020-06-01 22:34:30.248753,2020-06-01,Night,Press_C,P00839,36.7,195.4,3.13,Pass,
2020-06-01 22:35:10.065703,2020-06-01,Night,Press_C,P00840,34.4,209.1,2.65,Pass,
2020-06-01 22:35:45.732031,2020-06-01,Night,Press_C,P00841,33.0,217.0,2.82,Fail,Overheat
2020-06-01 22:36:22.174969,2020-06-01,Night,Press_C,P00842,36.2,209.9,2.89,Pass,
2020-06-01 22:37:02.171699,2020-06-01,Night,Press_C,P00843,31.2,205.9,2.96,Pass,
2020-06-01 22:37:34.855490,2020-06-01,Night,Press_C,P00844,35.9,210.9,2.53,Pass,
2020-06-01 22:38:14.692986,2020-06-01,Night,Press_C,P00845,33.0,203.7,2.29,Pass,
2020-06-01 22:38:51.130492,2020-06-01,Night,Press_C,P00846,39.1,197.3,2.98,Pass,
2020-06-01 22:39:32.098968,2020-06-01,Night,Press_C,P00847,38.2,214.3,2.82,Pass,
2020-06-01 22:40:12.447493,2020-06-01,Night,Press_C,P00848,37.2,217.5,2.66,Fail,Overheat
2020-06-01 22:40:53.054550,2020-06-01,Night,Press_C,P00849,35.1,210.6,2.84,Pass,
2020-06-01 22:41:31.493006,2020-06-01,Night,Press_C,P00850,36.8,211.6,3.21,Fail,Overheat
2020-06-01 22:42:09.753711,2020-06-01,Night,Press_C,P00851,32.3,197.8,2.61,Pass,
2020-06-01 22:42:44.748768,2020-06-01,Night,Press_C,P00852,31.6,213.1,2.49,Pass,
2020-06-01 22:43:18.479772,2020-06-01,Night,Press_C,P00853,32.4,212.9,2.77,Pass,
2020-06-01 22:43:52.637845,2020-06-01,Night,Press_C,P00854,36.0,214.4,3.16,Pass,
2020-06-01 22:44:32.421098,2020-06-01,Night,Press_C,P00855,36.8,213.8,2.48,Pass,
2020-06-01 22:45:10.869470,2020-06-01,Night,Press_C,P00856,33.3,205.3,2.9,Pass,
2020-06-01 22:45:45.451965,2020-06-01,Night,Press_C,P00857,31.6,202.6,2.41,Pass,
2020-06-01 22:46:20.202104,2020-06-01,Night,Press_C,P00858,32.1,204.3,3.26,Pass,
2020-06-01 22:46:54.134189,2020-06-01,Night,Press_C,P00859,35.6,213.8,3.31,Fail,Overheat
2020-06-01 22:47:32.660601,2020-06-01,Night,Press_C,P00860,31.9,211.1,2.8,Pass,
2020-06-01 22:48:04.979804,2020-06-01,Night,Press_C,P00861,38.9,214.3,2.67,Pass,
2020-06-01 22:48:47.822585,2020-06-01,Night,Press_C,P00862,36.5,211.4,3.13,Fail,Overheat
2020-06-01 22:49:28.077998,2020-06-01,Night,Press_C,P00863,33.7,204.7,2.94,Pass,
2020-06-01 22:50:03.932160,2020-06-01,Night,Press_C,P00864,34.7,201.5,2.84,Pass,
2020-06-01 22:50:42.298053,2020-06-01,Night,Press_C,P00865,38.8,212.4,2.55,Pass,
2020-06-01 22:51:21.666990,2020-06-01,Night,Press_C,P00866,32.8,197.8,3.15,Pass,
2020-06-01 22:51:56.305274,2020-06-01,Night,Press_C,P00867,30.1,207.9,2.19,Pass,
2020-06-01 22:52:30.006722,2020-06-01,Night,Press_C,P00868,34.2,211.4,2.59,Fail,Overheat
2020-06-01 22:53:05.485913,2020-06-01,Night,Press_C,P00869,37.6,205.0,2.89,Pass,
2020-06-01 22:53:43.674967,2020-06-01,Night,Press_C,P00870,37.6,208.5,2.71,Pass,
2020-06-01 22:54:23.257132,2020-06-01,Night,Press_C,P00871,34.5,208.2,2.55,Pass,
2020-06-01 22:55:00.978296,2020-06-01,Night,Press_C,P00872,33.4,197.3,2.61,Pass,
2020-06-01 22:55:36.148172,2020-06-01,Night,Press_C,P00873,30.6,208.0,3.28,Fail,High Vibration
2020-06-01 22:56:07.040349,2020-06-01,Night,Press_C,P00874,31.4,199.1,2.54,Pass,
2020-06-01 22:56:40.930219,2020-06-01,Night,Press_C,P00875,31.8,206.4,2.58,Pass,
2020-06-01 22:57:13.480510,2020-06-01,Night,Press_C,P00876,34.7,202.1,2.95,Fail,High Vibration
2020-06-01 22:57:49.980021,2020-06-01,Night,Press_C,P00877,31.4,199.1,2.94,Pass,
2020-06-01 22:58:25.224235,2020-06-01,Night,Press_C,P00878,35.1,208.3,3.6,Fail,High Vibration
2020-06-01 22:59:00.838200,2020-06-01,Night,Press_C,P00879,34.4,207.3,2.81,Pass,
2020-06-01 22:59:36.955125,2020-06-01,Night,Press_C,P00880,30.6,208.6,2.88,Pass,
2020-06-01 23:00:10.307216,2020-06-01,Night,Press_C,P00881,34.0,210.4,2.82,Pass,
2020-06-01 23:00:45.882937,2020-06-01,Night,Press_C,P00882,33.5,204.6,2.62,Pass,
2020-06-01 23:01:20.374120,2020-06-01,Night,Press_C,P00883,38.7,207.3,2.83,Pass,
2020-06-01 23:02:02.964912,2020-06-01,Night,Press_C,P00884,43.7,206.5,2.82,Pass,
2020-06-01 23:02:49.588175,2020-06-01,Night,Press_C,P00885,34.8,215.4,3.05,Pass,
2020-06-01 23:03:28.101872,2020-06-01,Night,Press_C,P00886,38.1,213.8,3.06,Pass,
2020-06-01 23:04:08.366147,2020-06-01,Night,Press_C,P00887,33.1,212.9,3.04,Fail,Overheat
2020-06-01 23:04:44.176572,2020-06-01,Night,Press_C,P00888,33.6,213.4,3.02,Pass,
2020-06-01 23:05:17.868970,2020-06-01,Night,Press_C,P00889,32.2,210.2,2.42,Pass,
2020-06-01 23:05:52.417164,2020-06-01,Night,Press_C,P00890,29.7,210.7,2.63,Fail,Overheat
2020-06-01 23:06:25.232781,2020-06-01,Night,Press_C,P00891,32.9,208.1,3.15,Pass,
2020-06-01 23:07:01.202890,2020-06-01,Night,Press_C,P00892,35.0,203.0,3.06,Pass,
2020-06-01 23:07:38.384342,2020-06-01,Night,Press_C,P00893,32.4,213.4,3.02,Pass,
2020-06-01 23:08:12.212011,2020-06-01,Night,Press_C,P00894,30.9,215.0,3.18,Fail,Overheat
2020-06-01 23:08:44.657182,2020-06-01,Night,Press_C,P00895,38.6,207.3,2.58,Pass,
2020-06-01 23:09:25.382493,2020-06-01,Night,Press_C,P00896,34.2,210.3,2.41,Pass,
2020-06-01 23:10:00.918602,2020-06-01,Night,Press_C,P00897,29.2,196.2,2.92,Pass,
2020-06-01 23:10:32.196572,2020-06-01,Night,Press_C,P00898,35.7,201.1,2.27,Pass,
2020-06-01 23:11:09.748506,2020-06-01,Night,Press_C,P00899,33.4,209.2,2.45,Pass,
2020-06-01 23:11:44.567896,2020-06-01,Night,Press_C,P00900,32.2,195.6,2.61,Pass,
2020-06-01 23:12:20.628167,2020-06-01,Night,Press_C,P00901,31.9,209.6,2.62,Fail,Overheat
2020-06-01 23:12:53.678609,2020-06-01,Night,Press_C,P00902,35.4,198.7,2.58,Pass,
2020-06-01 23:13:31.734132,2020-06-01,Night,Press_C,P00903,34.3,221.6,2.99,Fail,Overheat
2020-06-01 23:14:06.828436,2020-06-01,Night,Press_C,P00904,34.9,209.4,3.22,Pass,
2020-06-01 23:14:43.641698,2020-06-01,Night,Press_C,P00905,36.0,202.3,2.52,Pass,
2020-06-01 23:15:19.712797,2020-06-01,Night,Press_C,P00906,31.9,209.3,3.19,Pass,
2020-06-02 06:00:00,2020-06-02,Day,Press_A,P00907,32.9,207.1,2.14,Pass,
2020-06-02 06:00:35.713697,2020-06-02,Day,Press_A,P00908,27.9,197.6,2.11,Pass,
2020-06-02 06:01:03.884873,2020-06-02,Day,Press_A,P00909,31.3,195.2,2.68,Pass,
2020-06-02 06:01:37.326233,2020-06-02,Day,Press_A,P00910,33.4,199.3,2.14,Pass,
2020-06-02 06:02:13.232208,2020-06-02,Day,Press_A,P00911,28.8,204.3,2.45,Pass,
2020-06-02 06:02:43.443790,2020-06-02,Day,Press_A,P00912,31.1,201.4,1.57,Pass,
2020-06-02 06:03:15.249302,2020-06-02,Day,Press_A,P00913,29.1,202.6,2.28,Pass,
2020-06-02 06:03:46.101375,2020-06-02,Day,Press_A,P00914,32.1,203.0,1.84,Pass,
2020-06-02 06:04:19.489210,2020-06-02,Day,Press_A,P00915,25.6,192.9,2.37,Pass,
2020-06-02 06:04:47.367125,2020-06-02,Day,Press_A,P00916,35.0,204.1,2.11,Pass,
2020-06-02 06:05:23.363681,2020-06-02,Day,Press_A,P00917,26.1,206.3,1.92,Pass,
2020-06-02 06:05:51.892143,2020-06-02,Day,Press_A,P00918,29.0,205.8,1.05,Pass,
2020-06-02 06:06:22.043614,2020-06-02,Day,Press_A,P00919,35.5,202.1,2.58,Pass,
2020-06-02 06:06:58.668990,2020-06-02,Day,Press_A,P00920,28.7,201.5,1.64,Pass,
2020-06-02 06:07:28.022571,2020-06-02,Day,Press_A,P00921,31.9,205.5,2.07,Pass,
2020-06-02 06:08:00.805596,2020-06-02,Day,Press_A,P00922,28.8,204.4,2.05,Pass,
2020-06-02 06:08:33.255617,2020-06-02,Day,Press_A,P00923,30.5,199.1,1.52,Pass,
2020-06-02 06:09:06.506296,2020-06-02,Day,Press_A,P00924,27.0,196.4,1.42,Pass,
2020-06-02 06:09:34.689914,2020-06-02,Day,Press_A,P00925,30.9,199.1,1.61,Pass,
2020-06-02 06:10:06.978161,2020-06-02,Day,Press_A,P00926,27.2,201.0,2.13,Pass,
2020-06-02 06:10:37.616251,2020-06-02,Day,Press_A,P00927,29.6,201.3,2.43,Pass,
2020-06-02 06:11:08.782020,2020-06-02,Day,Press_A,P00928,30.8,199.5,1.97,Pass,
2020-06-02 06:11:40.199348,2020-06-02,Day,Press_A,P00929,34.6,195.8,2.0,Pass,
2020-06-02 06:12:16.604288,2020-06-02,Day,Press_A,P00930,28.0,203.0,1.71,Pass,
2020-06-02 06:12:45.762005,2020-06-02,Day,Press_A,P00931,33.4,197.5,2.1,Pass,
2020-06-02 06:13:20.750544,2020-06-02,Day,Press_A,P00932,31.8,203.9,2.3,Pass,
2020-06-02 06:13:53.076340,2020-06-02,Day,Press_A,P00933,25.7,205.1,2.29,Pass,
2020-06-02 06:14:21.192636,2020-06-02,Day,Press_A,P00934,27.8,200.7,1.98,Pass,
2020-06-02 06:14:52.053115,2020-06-02,Day,Press_A,P00935,33.8,193.9,2.61,Pass,
2020-06-02 06:15:27.233253,2020-06-02,Day,Press_A,P00936,33.6,204.8,1.83,Pass,
2020-06-02 06:16:02.088617,2020-06-02,Day,Press_A,P00937,33.2,208.3,1.97,Pass,
2020-06-02 06:16:35.503524,2020-06-02,Day,Press_A,P00938,28.2,199.6,2.08,Pass,
2020-06-02 06:17:06.712984,2020-06-02,Day,Press_A,P00939,36.9,201.8,1.88,Pass,
2020-06-02 06:17:47.080060,2020-06-02,Day,Press_A,P00940,29.5,204.9,2.02,Pass,
2020-06-02 06:18:17.073923,2020-06-02,Day,Press_A,P00941,30.9,198.8,2.02,Pass,
2020-06-02 06:18:50.116612,2020-06-02,Day,Press_A,P00942,33.4,207.2,1.98,Pass,
2020-06-02 06:19:24.123023,2020-06-02,Day,Press_A,P00943,26.2,199.6,1.95,Pass,
2020-06-02 06:19:50.965063,2020-06-02,Day,Press_A,P00944,35.2,195.6,1.89,Pass,
2020-06-02 06:20:26.350578,2020-06-02,Day,Press_A,P00945,28.2,199.6,1.97,Pass,
2020-06-02 06:20:57.164885,2020-06-02,Day,Press_A,P00946,29.6,203.1,2.04,Pass,
2020-06-02 06:21:29.319086,2020-06-02,Day,Press_A,P00947,31.4,200.7,2.29,Pass,
2020-06-02 06:22:04.145616,2020-06-02,Day,Press_A,P00948,29.6,199.6,1.81,Pass,
2020-06-02 06:22:35.597923,2020-06-02,Day,Press_A,P00949,30.1,201.1,1.97,Pass,
2020-06-02 06:23:07.231876,2020-06-02,Day,Press_A,P00950,32.3,207.4,2.15,Pass,
2020-06-02 06:23:42.042079,2020-06-02,Day,Press_A,P00951,24.5,201.4,2.83,Pass,
2020-06-02 06:24:10.073037,2020-06-02,Day,Press_A,P00952,26.5,199.9,2.43,Pass,
2020-06-02 06:24:38.791363,2020-06-02,Day,Press_A,P00953,33.5,199.4,2.17,Pass,
2020-06-02 06:25:13.824037,2020-06-02,Day,Press_A,P00954,29.0,194.7,2.4,Pass,
2020-06-02 06:25:43.721730,2020-06-02,Day,Press_A,P00955,36.5,200.2,2.17,Pass,
2020-06-02 06:26:22.357775,2020-06-02,Day,Press_A,P00956,31.6,197.6,2.04,Pass,
2020-06-02 06:26:57.136694,2020-06-02,Day,Press_A,P00957,29.0,203.4,1.8,Pass,
2020-06-02 06:27:30.102897,2020-06-02,Day,Press_A,P00958,29.7,193.0,2.17,Pass,
2020-06-02 06:28:03.516613,2020-06-02,Day,Press_A,P00959,31.4,196.8,2.35,Pass,
2020-06-02 06:28:38.463315,2020-06-02,Day,Press_A,P00960,24.9,199.0,1.93,Pass,
2020-06-02 06:29:05.063507,2020-06-02,Day,Press_A,P00961,35.8,194.5,2.17,Pass,
2020-06-02 06:29:41.973749,2020-06-02,Day,Press_A,P00962,28.6,194.9,2.03,Pass,
2020-06-02 06:30:13.621682,2020-06-02,Day,Press_A,P00963,28.0,196.4,1.85,Pass,
2020-06-02 06:30:44.387325,2020-06-02,Day,Press_A,P00964,33.5,198.2,1.71,Pass,
2020-06-02 06:31:19.938857,2020-06-02,Day,Press_A,P00965,25.9,192.5,1.71,Pass,
2020-06-02 06:31:46.368493,2020-06-02,Day,Press_A,P00966,30.7,208.3,2.03,Pass,
2020-06-02 06:32:17.148175,2020-06-02,Day,Press_A,P00967,29.6,199.2,2.31,Pass,
2020-06-02 06:32:46.983956,2020-06-02,Day,Press_A,P00968,26.1,182.1,2.78,Pass,
2020-06-02 06:33:15.079699,2020-06-02,Day,Press_A,P00969,30.1,197.0,2.3,Pass,
2020-06-02 06:33:48.082784,2020-06-02,Day,Press_A,P00970,31.8,206.1,1.81,Pass,
2020-06-02 06:34:22.827346,2020-06-02,Day,Press_A,P00971,33.7,193.9,1.8,Pass,
2020-06-02 06:34:58.382343,2020-06-02,Day,Press_A,P00972,29.2,192.6,2.04,Pass,
2020-06-02 06:35:29.675289,2020-06-02,Day,Press_A,P00973,26.6,192.2,2.3,Pass,
2020-06-02 06:35:56.492644,2020-06-02,Day,Press_A,P00974,32.9,197.4,1.92,Pass,
2020-06-02 06:36:32.725124,2020-06-02,Day,Press_A,P00975,29.2,193.9,2.08,Pass,
2020-06-02 06:37:02.532629,2020-06-02,Day,Press_A,P00976,27.1,198.7,2.16,Pass,
2020-06-02 06:37:30.102189,2020-06-02,Day,Press_A,P00977,29.5,202.5,1.3,Pass,
2020-06-02 06:38:01.368435,2020-06-02,Day,Press_A,P00978,33.6,196.9,2.17,Pass,
2020-06-02 06:38:35.790433,2020-06-02,Day,Press_A,P00979,27.7,195.6,2.06,Pass,
2020-06-02 06:39:06.321806,2020-06-02,Day,Press_A,P00980,31.0,187.8,2.11,Pass,
2020-06-02 06:39:38.808501,2020-06-02,Day,Press_A,P00981,30.9,194.2,1.96,Pass,
2020-06-02 06:40:11.239775,2020-06-02,Day,Press_A,P00982,33.5,193.1,1.62,Pass,
2020-06-02 06:40:46.999288,2020-06-02,Day,Press_A,P00983,31.3,198.2,1.86,Pass,
2020-06-02 06:41:19.956675,2020-06-02,Day,Press_A,P00984,34.8,197.2,1.81,Pass,
2020-06-02 06:41:57.240691,2020-06-02,Day,Press_A,P00985,31.2,202.4,2.11,Pass,
2020-06-02 06:42:30.297814,2020-06-02,Day,Press_A,P00986,27.0,208.0,2.23,Fail,Overheat
2020-06-02 06:43:00.865971,2020-06-02,Day,Press_A,P00987,27.0,200.6,2.4,Pass,
2020-06-02 06:43:30.219671,2020-06-02,Day,Press_A,P00988,33.8,200.9,2.01,Pass,
2020-06-02 06:44:06.224965,2020-06-02,Day,Press_A,P00989,32.6,200.9,1.92,Pass,
2020-06-02 06:44:42.245383,2020-06-02,Day,Press_A,P00990,25.0,207.0,1.71,Pass,
2020-06-02 06:45:10.963849,2020-06-02,Day,Press_A,P00991,32.0,205.9,2.09,Pass,
2020-06-02 06:45:45.681887,2020-06-02,Day,Press_A,P00992,27.0,208.1,1.56,Pass,
2020-06-02 06:46:14.537143,2020-06-02,Day,Press_A,P00993,32.1,187.8,1.67,Pass,
2020-06-02 06:46:48.162195,2020-06-02,Day,Press_A,P00994,31.3,202.8,2.29,Pass,
2020-06-02 06:47:20.640070,2020-06-02,Day,Press_A,P00995,29.4,206.1,2.35,Pass,
2020-06-02 06:47:52.862333,2020-06-02,Day,Press_A,P00996,29.1,207.3,1.89,Pass,
2020-06-02 06:48:24.443893,2020-06-02,Day,Press_A,P00997,27.4,206.9,1.97,Pass,
2020-06-02 06:48:52.963618,2020-06-02,Day,Press_A,P00998,28.3,187.0,1.8,Pass,
2020-06-02 06:49:25.290196,2020-06-02,Day,Press_A,P00999,26.6,198.1,2.13,Pass,
2020-06-02 06:49:53.904715,2020-06-02,Day,Press_A,P01000,33.7,197.2,2.18,Pass,
2020-06-02 06:50:31.542803,2020-06-02,Day,Press_A,P01001,28.9,201.3,2.0,Pass,
2020-06-02 06:51:03.681451,2020-06-02,Day,Press_A,P01002,30.0,197.9,2.31,Pass,
2020-06-02 06:51:35.903371,2020-06-02,Day,Press_A,P01003,30.7,199.4,1.97,Pass,
2020-06-02 06:52:07.871144,2020-06-02,Day,Press_A,P01004,29.9,204.7,1.73,Fail,Dimensional
2020-06-02 06:52:40.502948,2020-06-02,Day,Press_A,P01005,29.5,194.8,2.4,Pass,
2020-06-02 06:53:11.280964,2020-06-02,Day,Press_A,P01006,33.8,199.0,1.76,Pass,
2020-06-02 06:53:48.285357,2020-06-02,Day,Press_A,P01007,25.6,195.8,1.73,Pass,
2020-06-02 06:54:15.212008,2020-06-02,Day,Press_A,P01008,27.0,190.9,2.07,Pass,
2020-06-02 06:54:45.521531,2020-06-02,Day,Press_A,P01009,28.5,197.1,2.46,Pass,
2020-06-02 06:55:16.776474,2020-06-02,Day,Press_A,P01010,24.0,206.8,2.19,Pass,
2020-06-02 06:55:44.678702,2020-06-02,Day,Press_A,P01011,34.2,199.7,2.07,Pass,
2020-06-02 06:56:21.150761,2020-06-02,Day,Press_A,P01012,32.6,199.1,1.69,Pass,
2020-06-02 06:56:56.737148,2020-06-02,Day,Press_A,P01013,33.0,198.6,1.75,Pass,
2020-06-02 06:57:30.727628,2020-06-02,Day,Press_A,P01014,32.2,201.2,1.3,Pass,
2020-06-02 06:58:04.127609,2020-06-02,Day,Press_A,P01015,31.2,208.0,2.34,Pass,
2020-06-02 06:58:35.380066,2020-06-02,Day,Press_A,P01016,30.4,186.9,1.65,Pass,
2020-06-02 06:59:09.458650,2020-06-02,Day,Press_A,P01017,30.3,199.2,1.64,Pass,
2020-06-02 06:59:43.013735,2020-06-02,Day,Press_A,P01018,28.3,196.7,2.42,Pass,
2020-06-02 07:00:14.200428,2020-06-02,Day,Press_A,P01019,29.7,190.8,2.12,Pass,
2020-06-02 07:00:46.679048,2020-06-02,Day,Press_A,P01020,29.3,199.9,1.89,Pass,
2020-06-02 07:01:16.148571,2020-06-02,Day,Press_A,P01021,28.5,191.3,1.94,Pass,
2020-06-02 07:01:48.210405,2020-06-02,Day,Press_A,P01022,31.8,207.3,1.92,Pass,
2020-06-02 07:02:21.257671,2020-06-02,Day,Press_A,P01023,31.4,197.2,2.05,Fail,Dimensional
2020-06-02 07:02:55.167756,2020-06-02,Day,Press_A,P01024,29.8,203.9,1.8,Pass,
2020-06-02 07:03:26.261627,2020-06-02,Day,Press_A,P01025,29.5,205.9,2.36,Pass,
2020-06-02 07:03:58.248154,2020-06-02,Day,Press_A,P01026,32.8,204.4,1.83,Pass,
2020-06-02 07:04:32.887812,2020-06-02,Day,Press_A,P01027,33.0,198.7,1.87,Pass,
2020-06-02 07:05:08.256642,2020-06-02,Day,Press_A,P01028,26.9,202.1,1.52,Pass,
2020-06-02 07:05:37.581374,2020-06-02,Day,Press_A,P01029,29.0,195.8,2.51,Pass,
2020-06-02 07:06:10.442909,2020-06-02,Day,Press_A,P01030,26.6,191.3,2.01,Pass,
2020-06-02 07:06:40.337600,2020-06-02,Day,Press_A,P01031,25.6,205.9,1.84,Pass,
2020-06-02 07:07:07.818783,2020-06-02,Day,Press_A,P01032,32.1,202.5,2.02,Pass,
2020-06-02 07:07:42.407877,2020-06-02,Day,Press_A,P01033,28.6,205.1,1.84,Pass,
2020-06-02 07:08:14.555890,2020-06-02,Day,Press_A,P01034,30.2,191.6,1.93,Pass,
2020-06-02 07:08:46.176846,2020-06-02,Day,Press_A,P01035,30.5,196.4,2.04,Pass,
2020-06-02 07:09:17.048197,2020-06-02,Day,Press_A,P01036,25.1,191.9,2.22,Pass,
2020-06-02 07:09:44.765797,2020-06-02,Day,Press_A,P01037,27.5,201.9,1.64,Pass,
2020-06-02 07:10:14.441281,2020-06-02,Day,Press_A,P01038,29.5,203.6,2.29,Pass,
2020-06-02 07:10:47.214817,2020-06-02,Day,Press_A,P01039,25.2,191.2,1.72,Pass,
2020-06-02 07:11:13.310297,2020-06-02,Day,Press_A,P01040,29.0,204.2,1.94,Pass,
2020-06-02 07:11:44.576455,2020-06-02,Day,Press_A,P01041,26.3,192.0,2.03,Pass,
2020-06-02 07:12:11.566281,2020-06-02,Day,Press_A,P01042,29.7,201.8,2.11,Pass,
2020-06-02 07:12:44.510690,2020-06-02,Day,Press_A,P01043,25.6,200.8,1.71,Pass,
2020-06-02 07:13:13.374015,2020-06-02,Day,Press_A,P01044,25.8,200.3,2.49,Pass,
2020-06-02 07:13:39.156343,2020-06-02,Day,Press_A,P01045,27.1,202.1,2.14,Pass,
2020-06-02 07:14:07.013589,2020-06-02,Day,Press_A,P01046,27.6,198.8,1.89,Pass,
2020-06-02 07:14:38.287372,2020-06-02,Day,Press_A,P01047,22.2,195.2,2.68,Pass,
2020-06-02 07:15:00.814274,2020-06-02,Day,Press_A,P01048,30.4,206.8,2.88,Pass,
2020-06-02 07:15:31.773079,2020-06-02,Day,Press_A,P01049,29.1,198.4,2.28,Pass,
2020-06-02 07:16:04.111208,2020-06-02,Day,Press_A,P01050,34.6,199.4,1.62,Pass,
2020-06-02 07:16:39.664330,2020-06-02,Day,Press_A,P01051,28.8,198.2,1.71,Pass,
2020-06-02 07:17:10.621424,2020-06-02,Day,Press_A,P01052,27.1,205.4,1.82,Pass,
2020-06-02 07:17:39.256704,2020-06-02,Day,Press_A,P01053,35.9,210.2,1.74,Pass,
2020-06-02 07:18:15.661925,2020-06-02,Day,Press_A,P01054,30.2,217.1,2.05,Pass,
2020-06-02 07:18:47.841313,2020-06-02,Day,Press_A,P01055,33.7,183.2,2.35,Pass,
2020-06-02 07:19:23.372463,2020-06-02,Day,Press_A,P01056,26.0,204.4,2.1,Pass,
2020-06-02 07:19:50.127474,2020-06-02,Day,Press_A,P01057,27.3,192.4,1.98,Pass,
2020-06-02 07:20:19.872107,2020-06-02,Day,Press_A,P01058,27.3,201.7,1.49,Pass,
2020-06-02 07:20:49.145705,2020-06-02,Day,Press_A,P01059,24.4,193.6,2.2,Pass,
2020-06-02 07:21:16.399589,2020-06-02,Day,Press_A,P01060,32.2,212.3,2.26,Pass,
2020-06-02 07:21:49.212012,2020-06-02,Day,Press_A,P01061,35.2,198.0,1.15,Pass,
2020-06-02 07:22:24.709259,2020-06-02,Day,Press_A,P01062,29.2,198.9,2.1,Pass,
2020-06-02 07:22:56.852510,2020-06-02,Day,Press_A,P01063,26.4,202.3,1.97,Pass,
2020-06-02 07:23:23.481592,2020-06-02,Day,Press_A,P01064,34.3,192.0,1.71,Pass,
2020-06-02 07:23:59.867113,2020-06-02,Day,Press_A,P01065,23.3,190.4,2.09,Pass,
2020-06-02 07:24:24.315181,2020-06-02,Day,Press_A,P01066,31.5,207.3,2.66,Pass,
2020-06-02 07:24:58.718089,2020-06-02,Day,Press_A,P01067,28.2,198.0,1.96,Pass,
2020-06-02 07:25:30.879532,2020-06-02,Day,Press_A,P01068,26.1,200.6,2.15,Pass,
2020-06-02 07:25:57.295858,2020-06-02,Day,Press_A,P01069,29.7,188.3,1.98,Pass,
2020-06-02 07:26:30.448788,2020-06-02,Day,Press_A,P01070,30.1,203.2,2.15,Pass,
2020-06-02 07:27:02.945906,2020-06-02,Day,Press_A,P01071,30.8,203.8,2.27,Pass,
2020-06-02 07:27:35.715478,2020-06-02,Day,Press_A,P01072,24.3,195.6,2.18,Pass,
2020-06-02 07:28:00.367243,2020-06-02,Day,Press_A,P01073,32.0,208.6,2.55,Pass,
2020-06-02 07:28:35.438007,2020-06-02,Day,Press_A,P01074,33.2,205.8,2.02,Pass,
2020-06-02 07:29:09.503686,2020-06-02,Day,Press_A,P01075,26.8,199.5,1.73,Pass,
2020-06-02 07:29:37.020014,2020-06-02,Day,Press_A,P01076,31.5,192.2,1.8,Pass,
2020-06-02 07:30:11.539297,2020-06-02,Day,Press_A,P01077,29.1,194.3,1.94,Pass,
2020-06-02 07:30:44.083328,2020-06-02,Day,Press_A,P01078,30.5,193.5,2.68,Pass,
2020-06-02 07:31:17.308735,2020-06-02,Day,Press_A,P01079,36.5,208.8,1.89,Pass,
2020-06-02 07:31:57.616921,2020-06-02,Day,Press_A,P01080,32.8,203.4,1.39,Pass,
2020-06-02 07:32:31.745581,2020-06-02,Day,Press_A,P01081,28.3,199.7,2.14,Pass,
2020-06-02 07:33:03.051947,2020-06-02,Day,Press_A,P01082,26.0,195.1,1.96,Pass,
2020-06-02 07:33:30.421876,2020-06-02,Day,Press_A,P01083,25.7,198.6,1.82,Pass,
2020-06-02 07:33:56.184543,2020-06-02,Day,Press_A,P01084,30.8,197.4,2.11,Pass,
2020-06-02 07:34:27.871685,2020-06-02,Day,Press_A,P01085,31.3,199.2,2.19,Pass,
2020-06-02 07:35:01.801111,2020-06-02,Day,Press_A,P01086,23.7,200.4,2.38,Pass,
2020-06-02 07:35:28.313245,2020-06-02,Day,Press_A,P01087,33.0,208.6,2.4,Pass,
2020-06-02 07:36:03.581159,2020-06-02,Day,Press_A,P01088,28.7,206.4,2.62,Pass,
2020-06-02 07:36:33.287007,2020-06-02,Day,Press_A,P01089,25.6,186.2,2.15,Pass,
2020-06-02 07:37:00.628012,2020-06-02,Day,Press_A,P01090,27.1,189.6,2.42,Pass,
2020-06-02 07:37:28.342552,2020-06-02,Day,Press_A,P01091,28.0,209.3,2.23,Fail,Overheat
2020-06-02 07:38:00.165925,2020-06-02,Day,Press_A,P01092,33.2,203.6,1.97,Pass,
2020-06-02 07:38:37.100007,2020-06-02,Day,Press_A,P01093,28.3,197.1,1.88,Pass,
2020-06-02 07:39:06.303496,2020-06-02,Day,Press_A,P01094,24.8,200.2,1.59,Pass,
2020-06-02 07:39:31.525618,2020-06-02,Day,Press_A,P01095,30.0,207.0,2.17,Pass,
